 ADC1	 ADC2	 ADC3	 ADC4	 F1	 F2	 F3	 F4	 KE1	 KE2	 KE3	 KE4	 W1	 W2	 W3	 W4	N: Peptides	T: Protein IDs	T: Majority protein IDs	T: Fasta headers
24.8377	24.7028	24.9139	25.0335	26.2269	26.6664	26.242	26.7516	24.4514	24.8185	24.7036	25.1562	24.9482	24.9363	24.7204	26.51	9	tr|A0R3U1|A0R3U1_MYCS2	tr|A0R3U1|A0R3U1_MYCS2	tr|A0R3U1|A0R3U1_MYCS2 Ferredoxin-dependent glutamate synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5594 PE=3 SV=1
22.7124	23.6019	22.7839	22.6352	22.4793	23.8616	23.1911	23.2773	24.3589	23.7241	24.0429	24.4691	22.5067	23.2009	22.7382	25.3793	2	tr|A0R3U4|A0R3U4_MYCS2	tr|A0R3U4|A0R3U4_MYCS2	tr|A0R3U4|A0R3U4_MYCS2 Transcriptional regulator, TetR family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5597 PE=4 SV=1
22.8659	23.1915	20.9081	23.883	23.2454	23.509	23.7977	24.2513	23.3301	23.1496	23.3345	24.4415	24.1398	24.0691	22.8399	23.082	2	tr|A0R3U7|A0R3U7_MYCS2	tr|A0R3U7|A0R3U7_MYCS2	tr|A0R3U7|A0R3U7_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5601 PE=4 SV=1
26.8811	27.0243	26.8451	26.5265	27.2513	27.7468	27.6632	27.7379	26.8919	26.7464	26.2368	25.5619	26.8055	26.7511	26.4175	27.001	8	tr|A0R3V8|A0R3V8_MYCS2	tr|A0R3V8|A0R3V8_MYCS2	tr|A0R3V8|A0R3V8_MYCS2 Amino-acid acetyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5612 PE=4 SV=1
28.1549	27.9108	27.986	27.7478	27.336	27.1155	27.0472	27.6739	28.3002	28.1974	28.3003	24.7218	27.8019	28.1738	27.8285	27.0055	5	tr|A0R3W0|A0R3W0_MYCS2	tr|A0R3W0|A0R3W0_MYCS2	tr|A0R3W0|A0R3W0_MYCS2 Cupin_5 domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5615 PE=4 SV=1
27.4219	27.6012	27.5153	26.974	26.3784	25.6485	25.9112	26.6193	27.4121	26.7534	26.4795	24.788	27.3306	26.8561	27.2236	27.8151	8	tr|A0R3W1|A0R3W1_MYCS2	tr|A0R3W1|A0R3W1_MYCS2	tr|A0R3W1|A0R3W1_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5614 PE=4 SV=1
22.373	24.0718	24.2305	21.8529	22.6391	24.6669	24.0969	23.5422	25.385	22.1641	24.4907	25.0759	23.307	24.0962	21.9023	23.4401	4	tr|A0R3X8|A0R3X8_MYCS2	tr|A0R3X8|A0R3X8_MYCS2	tr|A0R3X8|A0R3X8_MYCS2 Oxidoreductase, short chain dehydrogenase/reductase family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5632 PE=4 SV=1
26.7071	27.2027	26.827	26.461	26.4235	26.9325	26.9388	26.0256	27.2326	27.1677	26.794	25.342	26.7252	26.8367	26.517	23.7609	5	tr|A0R3Y0|A0R3Y0_MYCS2	tr|A0R3Y0|A0R3Y0_MYCS2	tr|A0R3Y0|A0R3Y0_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5634 PE=4 SV=1
28.834	28.9183	28.685	29.2302	27.9369	26.9319	27.1439	28.2967	27.7325	27.7268	27.4249	25.0546	28.8195	28.5687	28.4959	28.4845	5	tr|A0R3Y1|A0R3Y1_MYCS2	tr|A0R3Y1|A0R3Y1_MYCS2	tr|A0R3Y1|A0R3Y1_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5635 PE=4 SV=1
26.7283	26.7684	26.7178	26.8483	24.9609	24.4304	24.3425	24.8782	27.0149	27.3377	27.2601	27.6368	26.463	26.5395	26.359	27.9692	15	tr|A0R3Y3|A0R3Y3_MYCS2	tr|A0R3Y3|A0R3Y3_MYCS2	tr|A0R3Y3|A0R3Y3_MYCS2 Penicillin-binding protein 4 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5637 PE=4 SV=1
27.5208	27.3993	27.4647	27.05	27.9371	28.1646	27.9315	28.4034	27.809	28.163	28.0654	24.9828	27.2977	27.2006	27.1256	28.4121	18	tr|A0R3Y4|A0R3Y4_MYCS2	tr|A0R3Y4|A0R3Y4_MYCS2	tr|A0R3Y4|A0R3Y4_MYCS2 Metallo-beta-lactamase family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5638 PE=4 SV=1
30.2075	30.1874	30.1321	30.1296	30.4901	30.6603	30.8523	30.3969	30.2031	30.2921	30.0376	24.5078	30.0795	30.2091	30.2171	27.7966	25	tr|A0R3Y5|A0R3Y5_MYCS2	tr|A0R3Y5|A0R3Y5_MYCS2	tr|A0R3Y5|A0R3Y5_MYCS2 Enoyl-CoA hydratase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5639 PE=3 SV=1
28.3474	28.2779	28.4599	28.0785	27.3179	27.7941	27.7932	27.5901	28.404	28.5906	28.5212	24.8697	28.0436	27.962	28.1764	27.7869	23	tr|A0R3Y8|A0R3Y8_MYCS2	tr|A0R3Y8|A0R3Y8_MYCS2	tr|A0R3Y8|A0R3Y8_MYCS2 Acetyl-coenzyme a carboxylase carboxyl transferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5642 PE=4 SV=1
27.7254	27.6212	27.3766	27.6203	26.9264	26.3544	26.3634	26.5506	27.5788	27.9641	27.8159	28.2932	27.5592	27.576	27.2706	28.2168	18	tr|A0R3Z0|A0R3Z0_MYCS2	tr|A0R3Z0|A0R3Z0_MYCS2	tr|A0R3Z0|A0R3Z0_MYCS2 Membrane protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5644 PE=4 SV=1
26.0325	25.7241	25.7805	25.5398	25.2474	25.7307	25.0331	25.506	26.79	25.8094	26.2201	24.7963	25.1789	25.6784	25.4355	24.2075	7	tr|A0R3Z1|A0R3Z1_MYCS2	tr|A0R3Z1|A0R3Z1_MYCS2	tr|A0R3Z1|A0R3Z1_MYCS2 ABC transporter domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5645 PE=4 SV=1
23.4313	22.7661	23.8014	24.5524	22.611	25.0526	23.2509	23.3557	22.7548	23.1322	23.5286	24.1259	24.5587	22.0666	24.3581	24.2881	4	tr|A0R3Z4|A0R3Z4_MYCS2	tr|A0R3Z4|A0R3Z4_MYCS2	tr|A0R3Z4|A0R3Z4_MYCS2 Acyl-CoA synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5649 PE=4 SV=1
24.7453	24.2345	23.9294	27.6799	24.9484	24.5614	24.8277	25.9269	23.805	23.2426	22.0632	25.2025	27.4063	26.8227	27.2664	26.658	17	tr|A0R3Z5|A0R3Z5_MYCS2	tr|A0R3Z5|A0R3Z5_MYCS2	tr|A0R3Z5|A0R3Z5_MYCS2 AMP-dependent synthetase and ligase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5650 PE=4 SV=1
25.1062	24.8834	25.2877	25.3587	25.2773	24.9659	25.0481	25.2317	23.3236	23.831	22.9319	24.2908	24.1585	24.0399	24.1095	25.2374	5	tr|A0R3Z9|A0R3Z9_MYCS2	tr|A0R3Z9|A0R3Z9_MYCS2	tr|A0R3Z9|A0R3Z9_MYCS2 Cytosine/purine/uracil/thiamine/allantoin permease family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5653 PE=3 SV=1
22.9495	23.0441	22.209	22.0518	22.1012	24.2017	23.3941	25.0938	22.8093	23.7593	24.5589	24.7481	21.4858	23.3831	21.9225	24.7115	4	tr|A0R400|A0R400_MYCS2	tr|A0R400|A0R400_MYCS2	tr|A0R400|A0R400_MYCS2 Hydrolase, carbon-nitrogen family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5655 PE=4 SV=1
24.4134	22.513	21.9198	22.4402	25.7912	27.6583	27.2101	27.2087	24.3229	26.4546	27.0826	27.6484	23.5954	22.9944	23.07	23.3685	18	tr|A0R401|A0R401_MYCS2	tr|A0R401|A0R401_MYCS2	tr|A0R401|A0R401_MYCS2 Histidinol dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=hisD PE=3 SV=1
22.5247	22.4911	21.4236	23.8698	23.3429	22.2086	23.2226	22.7567	22.8237	23.964	22.2574	24.2442	21.249	23.6684	23.6224	23.3838	3	tr|A0R402|A0R402_MYCS2	tr|A0R402|A0R402_MYCS2	tr|A0R402|A0R402_MYCS2 Transcriptional regulator, LysR family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5657 PE=3 SV=1
28.1623	28.0294	28.1571	27.9771	28.262	28.3207	28.3639	29.3375	28.7412	27.7606	28.2216	28.7687	28.1464	28.2943	28.1103	29.9643	16	tr|A0R403|A0R403_MYCS2	tr|A0R403|A0R403_MYCS2	tr|A0R403|A0R403_MYCS2 Epoxide hydrolase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5658 PE=4 SV=1
24.1783	24.3238	22.9053	23.6032	24.9311	23.1005	23.8631	22.3545	21.918	24.4349	24.4453	24.6768	22.1982	22.4287	22.8439	23.6597	2	tr|A0R405|A0R405_MYCS2	tr|A0R405|A0R405_MYCS2	tr|A0R405|A0R405_MYCS2 ABC transporter ATP-binding protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5660 PE=4 SV=1
28.865	28.855	28.7793	29.1492	28.241	28.2663	28.1413	28.8385	28.7042	29.0423	28.8855	29.7394	28.8749	28.5767	28.7944	30.151	15	tr|A0R407|A0R407_MYCS2	tr|A0R407|A0R407_MYCS2	tr|A0R407|A0R407_MYCS2 DNA-binding response regulator PrrA OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=prrA PE=4 SV=1
25.8422	26.1681	25.9221	26.2664	26.5777	26.6565	26.3144	26.4528	26.0109	25.7649	25.9154	25.7352	26.3587	26.0999	25.9778	27.3415	14	tr|A0R408|A0R408_MYCS2	tr|A0R408|A0R408_MYCS2	tr|A0R408|A0R408_MYCS2 Sensor-type histidine kinase PrrB OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5663 PE=4 SV=1
29.0683	29.0417	28.9818	29.2733	28.3469	28.0598	28.1396	27.2447	28.9353	28.8658	28.68	23.7642	28.878	28.8606	28.6738	23.417	4	tr|A0R409|A0R409_MYCS2	tr|A0R409|A0R409_MYCS2	tr|A0R409|A0R409_MYCS2 Peptidyl-prolyl cis-trans isomerase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5664 PE=3 SV=1
28.2974	27.7343	28.0612	28.6845	27.6601	27.2099	27.6537	27.8568	28.7761	28.9397	28.5931	24.5279	28.1594	27.8649	28.2498	27.4142	10	tr|A0R411|A0R411_MYCS2	tr|A0R411|A0R411_MYCS2	tr|A0R411|A0R411_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5666 PE=4 SV=1
26.8053	26.8138	26.4238	26.5378	26.1843	25.8612	25.5672	26.7799	26.8661	26.9047	26.8401	28.4384	26.8887	26.7205	27.0429	28.6913	6	tr|A0R416|A0R416_MYCS2	tr|A0R416|A0R416_MYCS2	tr|A0R416|A0R416_MYCS2 YbaK/prolyl-tRNA synthetase associated region OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5671 PE=4 SV=1
33.1498	33.0821	33.1272	32.9881	32.8541	32.8882	32.912	33.0358	32.9476	32.8874	32.9101	31.5282	32.7473	32.8301	32.8927	32.1948	44	tr|A0R417|A0R417_MYCS2	tr|A0R417|A0R417_MYCS2	tr|A0R417|A0R417_MYCS2 Citrate synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=gltA PE=3 SV=1
21.6321	23.4479	23.3732	22.589	23.8545	23.5847	24.5009	23.1169	22.068	22.2899	23.5346	25.6855	22.8255	23.9322	22.7713	24.0437	2	tr|A0R418|A0R418_MYCS2	tr|A0R418|A0R418_MYCS2	tr|A0R418|A0R418_MYCS2 Transcriptional regulator OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5673 PE=4 SV=1
29.9967	29.9309	29.804	29.9307	29.4462	29.4167	29.4188	29.5747	29.8829	29.9901	29.8601	28.392	29.9631	29.7172	29.779	29.4987	24	tr|A0R421|A0R421_MYCS2	tr|A0R421|A0R421_MYCS2	tr|A0R421|A0R421_MYCS2 Citrate synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5676 PE=3 SV=1
26.4797	26.3544	26.3487	26.6535	26.3382	26.1337	26.2787	26.5053	26.3058	26.5448	26.395	25.0879	26.74	26.8062	26.4962	25.0409	6	tr|A0R422|A0R422_MYCS2	tr|A0R422|A0R422_MYCS2	tr|A0R422|A0R422_MYCS2 MDMPI_N domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5677 PE=4 SV=1
22.9918	22.985	22.2432	22.9935	23.6218	24.0247	24.2952	25.0176	23.9058	24.4268	22.5748	24.6188	23.6588	23.2342	21.9209	23.0881	1	tr|A0R423|A0R423_MYCS2	tr|A0R423|A0R423_MYCS2	tr|A0R423|A0R423_MYCS2 Glyoxalase/bleomycin resistance protein/dioxygenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5678 PE=4 SV=1
29.8617	30.9015	29.9063	29.679	28.9663	28.9315	29.1524	29.8012	30.0587	27.6539	29.1316	28.4986	29.4691	29.9031	29.6462	26.554	11	tr|A0R425|A0R425_MYCS2	tr|A0R425|A0R425_MYCS2	tr|A0R425|A0R425_MYCS2 Glyoxalase family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5680 PE=4 SV=1
24.0505	22.4944	21.6104	21.85	26.3981	27.4798	27.5402	25.909	22.5658	24.9439	23.643	25.2131	22.7116	24.1537	23.5489	24.278	12	tr|A0R426|A0R426_MYCS2	tr|A0R426|A0R426_MYCS2	tr|A0R426|A0R426_MYCS2 Probable ferredoxin/ferredoxin--NADP reductase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5681 PE=4 SV=1
21.9643	23.8549	23.7766	22.2172	25.0285	26.1268	25.919	23.7282	21.4325	23.5249	24.0401	25.0779	23.7055	23.7035	22.7585	22.5962	4	tr|A0R427|A0R427_MYCS2	tr|A0R427|A0R427_MYCS2	tr|A0R427|A0R427_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5682 PE=4 SV=1
23.3928	23.0944	22.4889	22.9327	23.3113	22.5988	24.1026	22.8793	22.8974	22.0439	23.7214	24.2941	23.3805	24.5419	21.6364	25.3457	3	tr|A0R428|A0R428_MYCS2	tr|A0R428|A0R428_MYCS2	tr|A0R428|A0R428_MYCS2 Methionine aminopeptidase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=map PE=3 SV=1
31.596	31.5927	31.5246	31.5344	31.0355	31.0652	31.2841	31.5273	31.4789	31.4705	31.4196	31.302	31.4548	31.3558	31.403	31.9721	25	tr|A0R429|A0R429_MYCS2	tr|A0R429|A0R429_MYCS2	tr|A0R429|A0R429_MYCS2 Phosphoserine aminotransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=serC PE=3 SV=1
24.7967	24.595	24.7553	24.539	23.8703	24.1614	24.615	22.8028	24.0072	23.2073	24.1001	24.5882	24.0965	23.7445	23.9514	24.0074	5	tr|A0R430|A0R430_MYCS2	tr|A0R430|A0R430_MYCS2	tr|A0R430|A0R430_MYCS2 DNA-binding protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5685 PE=4 SV=1
27.3326	27.1418	27.2017	27.217	26.7268	26.1514	26.5909	26.8146	27.2559	26.854	26.7533	26.3593	27.18	27.0187	27.0278	26.3932	9	tr|A0R432|A0R432_MYCS2	tr|A0R432|A0R432_MYCS2	tr|A0R432|A0R432_MYCS2 23s ribosomal RNA methyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5687 PE=4 SV=1
28.7557	28.6012	28.8911	28.8678	28.0144	27.5321	27.7687	28.7414	28.5591	28.6738	28.6426	25.5575	28.7102	28.3722	28.7692	27.8907	12	tr|A0R435|A0R435_MYCS2	tr|A0R435|A0R435_MYCS2	tr|A0R435|A0R435_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5690 PE=4 SV=1
26.6381	26.1252	26.5975	26.2698	26.5692	27.2615	27.267	25.7412	26.2946	26.1162	26.185	26.2758	26.9559	26.3339	26.8492	27.8983	9	tr|A0R436|A0R436_MYCS2	tr|A0R436|A0R436_MYCS2	tr|A0R436|A0R436_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5691 PE=4 SV=1
24.9331	25.3256	25.0333	26.5896	24.49	24.3967	24.6853	25.0673	24.4815	24.7558	22.1104	25.0454	25.4511	25.3972	25.8626	23.967	5	tr|A0R438|A0R438_MYCS2	tr|A0R438|A0R438_MYCS2	tr|A0R438|A0R438_MYCS2 Transporter, major facilitator family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5693 PE=4 SV=1
27.112	26.9896	27.0314	27.0047	26.5687	26.5158	26.7003	26.8347	26.8697	26.8902	27.5067	24.47	26.8651	27.0687	26.936	24.3754	5	tr|A0R439|A0R439_MYCS2	tr|A0R439|A0R439_MYCS2	tr|A0R439|A0R439_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5694 PE=4 SV=1
29.8488	30.0355	29.8003	29.5939	29.3869	28.5703	28.8949	29.9432	29.6253	29.7028	29.3403	29.9091	29.8474	29.9335	29.8562	29.1313	27	tr|A0R440|A0R440_MYCS2	tr|A0R440|A0R440_MYCS2	tr|A0R440|A0R440_MYCS2 Glutathione S-transferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5695 PE=4 SV=1
28.8198	29.0918	28.881	29.0559	28.8667	29.0502	29.3111	29.3538	28.8831	28.9211	28.6116	28.8052	28.7144	28.899	28.9087	30.6315	19	tr|A0R441|A0R441_MYCS2	tr|A0R441|A0R441_MYCS2	tr|A0R441|A0R441_MYCS2 Cold-shock DNA-binding domain protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5696 PE=4 SV=1
26.1602	26.8697	26.0818	26.3051	22.1837	24.6156	23.6232	23.5063	22.0181	26.217	26.2432	23.9049	25.8356	26.4958	25.9569	24.4744	4	tr|A0R442|A0R442_MYCS2	tr|A0R442|A0R442_MYCS2	tr|A0R442|A0R442_MYCS2 Integral membrane protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5697 PE=4 SV=1
23.1232	23.2274	23.9738	23.3965	23.4624	23.679	24.0021	23.1329	22.7972	23.5467	24.3127	24.4066	23.9537	21.4996	21.347	23.5565	1	tr|A0R444|A0R444_MYCS2	tr|A0R444|A0R444_MYCS2	tr|A0R444|A0R444_MYCS2 ThiS family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5699 PE=4 SV=1
24.4165	24.0198	23.0658	22.1671	23.5455	22.933	22.7551	22.2075	22.1337	23.012	25.3018	25.5885	22.5849	24.1545	23.0615	23.3007	2	tr|A0R445|A0R445_MYCS2	tr|A0R445|A0R445_MYCS2	tr|A0R445|A0R445_MYCS2 Secreted protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5700 PE=4 SV=1
27.3087	27.4737	27.5074	27.3002	26.9577	27.1947	27.1389	27.7257	27.856	27.9813	27.9713	28.5783	27.3154	27.4071	27.6234	29.0233	10	tr|A0R446|A0R446_MYCS2	tr|A0R446|A0R446_MYCS2	tr|A0R446|A0R446_MYCS2 Molybdopterin converting factor, subunit 2 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=moaE PE=4 SV=1
28.1062	27.9918	28.1356	28.2308	28.0852	27.7244	27.5425	27.8949	28.6612	28.7905	28.5477	29.3389	28.352	28.5491	28.4447	29.3844	14	tr|A0R447|A0R447_MYCS2	tr|A0R447|A0R447_MYCS2	tr|A0R447|A0R447_MYCS2 Molybdenum cofactor synthesis domain protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5702 PE=4 SV=1
27.6132	27.9618	27.5506	27.6139	28.1046	28.0686	28.1204	28.0499	27.819	27.9018	27.7394	24.4227	28.0601	27.5838	27.8022	28.9596	13	tr|A0R448|A0R448_MYCS2	tr|A0R448|A0R448_MYCS2	tr|A0R448|A0R448_MYCS2 Cyclic pyranopterin monophosphate synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=moaC PE=3 SV=1
31.3552	30.9298	31.2872	31.9165	30.1381	30.1026	29.895	29.2973	30.4621	29.9611	30.3107	23.8884	31.2505	31.3286	31.3168	29.5599	3	tr|A0R449|A0R449_MYCS2	tr|A0R449|A0R449_MYCS2	tr|A0R449|A0R449_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5704 PE=4 SV=1
25.9702	26.0407	26.0192	26.0508	26.212	26.4875	26.7035	26.5831	26.7532	26.0447	26.4009	26.8921	26.0704	25.6728	25.8901	27.2841	25	tr|A0R450|A0R450_MYCS2	tr|A0R450|A0R450_MYCS2	tr|A0R450|A0R450_MYCS2 Helicase_C_3 domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5705 PE=4 SV=1
27.5226	28.1099	27.9881	27.4277	29.3207	29.4574	29.3946	28.8832	27.9728	28.1513	27.822	25.264	27.7379	27.8687	28.1064	26.4421	34	tr|A0R451|A0R451_MYCS2	tr|A0R451|A0R451_MYCS2	tr|A0R451|A0R451_MYCS2 DNA or RNA helicase of superfamily protein II OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5706 PE=4 SV=1
29.4936	29.6879	29.4074	29.5145	28.9184	28.9772	29.4447	29.6418	29.9261	29.8643	29.7522	25.8666	29.2157	29.2789	29.2674	28.9613	7	tr|A0R452|A0R452_MYCS2	tr|A0R452|A0R452_MYCS2	tr|A0R452|A0R452_MYCS2 Cupin domain protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5707 PE=4 SV=1
26.2536	26.2085	25.7081	25.5486	26.1878	25.978	25.7403	23.1635	25.3616	25.3255	24.9699	24.4435	26.007	26.2996	26.304	23.7646	6	tr|A0R453|A0R453_MYCS2	tr|A0R453|A0R453_MYCS2	tr|A0R453|A0R453_MYCS2 DUF2510 domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5708 PE=4 SV=1
24.947	25.2669	24.174	24.7737	25.313	25.6629	24.5794	26.2022	26.533	27.0658	27.3223	25.2335	22.4269	23.1274	20.9871	24.0324	8	tr|A0R458|A0R458_MYCS2	tr|A0R458|A0R458_MYCS2	tr|A0R458|A0R458_MYCS2 LysR-family protein transcriptional regulator OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5712 PE=3 SV=1
31.9484	32.0236	32.0404	31.5953	31.615	31.3626	31.5847	31.3486	31.7958	31.7901	31.4631	31.9029	31.9167	31.9648	31.808	30.7972	33	tr|A0R461|A0R461_MYCS2	tr|A0R461|A0R461_MYCS2	tr|A0R461|A0R461_MYCS2 Bac_luciferase domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5715 PE=4 SV=1
30.2348	30.579	30.4481	30.1804	30.1117	29.9259	30.2652	30.8011	30.8454	30.9509	30.4962	31.1676	30.4048	30.5315	30.5292	30.8606	18	tr|A0R462|A0R462_MYCS2	tr|A0R462|A0R462_MYCS2	tr|A0R462|A0R462_MYCS2 Pyridoxamine 5-phosphate oxidase family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5717 PE=4 SV=1
23.043	23.7289	22.6331	21.9219	24.4779	24.1569	24.4985	23.241	23.5401	25.3356	22.9815	25.3536	24.1548	23.103	24.5687	24.1359	6	tr|A0R464|A0R464_MYCS2	tr|A0R464|A0R464_MYCS2	tr|A0R464|A0R464_MYCS2 Oxidoreductase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5719 PE=4 SV=1
28.8355	28.1577	28.0317	29.9714	30.2695	31.2696	31.2497	30.6622	29.0171	29.1014	29.1518	26.984	30.3411	30.2416	30.2515	29.3689	54	tr|A0R465|A0R465_MYCS2	tr|A0R465|A0R465_MYCS2	tr|A0R465|A0R465_MYCS2 Putative 3-hydroxyacyl-CoA dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5720 PE=4 SV=1
27.6176	26.707	26.8682	28.6273	28.7322	29.4449	29.6427	29.2007	27.548	26.6748	27.0911	26.9826	28.7575	28.6414	28.8008	28.8238	25	tr|A0R466|A0R466_MYCS2	tr|A0R466|A0R466_MYCS2	tr|A0R466|A0R466_MYCS2 Acetyl-CoA acetyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5721 PE=3 SV=1
